budget_allocated,budget_spent,workforce_count,equipment_count,material_cost,completion_percentage,weather_delay_days,safety_incidents,inspection_score,task_completion_rate,daily_progress_rate,resource_availability,workforce_attendance,supply_delay_days,rainfall_mm,project_type,state,duration_days,delayed,budget_overrun_pct,risk_level,actual_completion_days
267775011.67,83055770.45,170,10,109752626.26,25.71,5,0,78.87,0.5822,3.0251,0.6638,0.6737,7,0.83,Building,Abia,689,0,15.0,high,725
236223430.73,167996254.6,113,43,116983783.71,69.88,1,0,71.29,0.5657,1.9641,0.9275,0.7833,2,3.95,PowerPlant,Enugu,1069,0,1.92,low,1095
589184545.44,371601091.53,170,31,320259633.53,62.54,3,0,72.96,0.6901,1.3106,0.753,0.8814,5,100.77,Road,FCT,773,0,6.67,medium,811
752298690.58,203454314.85,78,4,296261589.4,29.88,3,0,70.77,0.5658,1.4113,0.7243,0.9626,4,84.59,Bridge,Lagos,298,0,5.74,medium,304
792010136.61,509454343.3,295,47,244631902.51,58.19,5,1,99.92,0.5248,0.08,0.6693,0.9376,4,90.82,PowerPlant,Oyo,332,0,1.27,medium,363
759692516.34,677953823.57,359,38,316434748.87,76.69,1,3,68.05,0.4851,2.4358,0.6182,0.7455,3,18.48,Pipeline,Kaduna,931,1,13.31,high,1001
397199831.52,138049976.08,159,15,191283530.72,37.15,8,0,80.53,0.5019,2.1016,0.7612,0.8945,3,274.55,Pipeline,Rivers,641,0,9.06,medium,665
105879981.27,80991890.81,51,26,43813848.82,76.8,1,2,76.31,0.5487,1.2108,0.939,0.8684,2,2.29,Building,Kano,684,0,4.47,medium,723
633246014.53,371262308.21,127,11,251636226.82,49.11,1,0,85.47,0.6906,1.2276,0.601,0.821,7,14.34,Road,Rivers,197,0,10.88,high,221
650071613.08,286118052.02,277,22,232863849.98,39.06,3,0,68.81,0.489,2.1134,0.7653,0.6537,7,123.02,PowerPlant,Lagos,821,0,13.11,high,838
796283608.8,417275179.62,228,29,244588324.12,49.4,3,0,64.1,0.9183,1.8833,0.7616,0.7134,4,15.09,PowerPlant,Kaduna,201,0,4.43,medium,233
354207692.62,96579719.48,430,53,125549243.55,24.93,7,0,86.57,0.6421,0.5414,0.9287,0.7697,7,205.21,Dam,Delta,403,0,10.61,medium,401
281948063.22,274301295.91,65,28,76368830.48,91.41,2,0,96.92,0.5299,0.0659,0.7677,0.8821,4,10.36,Bridge,FCT,740,0,0.0,low,740
94046876.98,61360355.52,237,3,23818221.04,56.28,0,0,75.59,0.1646,0.1245,0.5044,0.7819,3,0.84,Road,Delta,948,1,14.81,high,974
687676498.31,285621169.24,191,11,227190845.47,41.36,1,0,79.68,0.5088,0.9892,0.8018,0.8219,2,23.69,Bridge,Kaduna,519,0,4.26,medium,529
336818333.66,249380397.98,48,3,135497190.43,57.73,6,0,56.96,0.6189,0.0966,0.6751,0.8247,5,163.74,Pipeline,FCT,676,1,19.32,high,743
348455512.51,156501099.09,294,51,105036008.28,51.53,7,2,59.44,0.8284,1.4159,0.8343,0.9835,9,196.02,Railway,Edo,521,0,0.0,low,507
744467522.18,640409714.45,261,35,277973749.74,73.49,5,2,77.68,0.4245,2.9903,0.8194,0.7659,2,38.08,Pipeline,Abia,993,1,18.59,high,1031
178111925.91,102710073.97,180,29,67463650.38,47.73,3,0,88.03,0.9862,2.1626,0.4768,0.9091,5,26.98,Building,Edo,762,0,11.11,high,795
857889327.95,172205070.59,164,29,471155146.96,20.03,0,0,77.79,0.5538,1.0601,0.611,0.8128,3,0.09,Railway,FCT,831,0,8.38,medium,862
49253359.3,28953775.06,306,24,17419336.96,63.21,0,0,57.91,0.7073,1.62,0.7256,0.7497,2,9.15,Dam,Kano,953,0,4.42,medium,990
222971698.48,145355669.48,248,32,115407842.72,55.24,2,0,87.92,0.5889,0.2508,0.8853,0.7524,4,48.24,Road,Edo,719,0,3.42,low,706
526311327.94,51613889.61,314,10,195613711.88,9.62,3,0,65.01,0.6115,0.9865,0.8976,0.5941,5,97.71,Bridge,Rivers,825,1,13.55,high,854
624496974.56,248362834.16,77,24,190062984.53,31.05,7,0,65.75,0.4559,0.7239,0.6914,0.7351,4,271.42,Railway,Lagos,858,0,11.81,high,902
656565996.57,549267968.36,362,33,281443686.51,67.61,3,1,100.0,0.6102,1.584,0.618,0.9342,7,47.08,PowerPlant,Delta,715,0,9.64,high,747
394605121.84,426168848.65,179,7,155668488.86,100.0,1,1,50.62,0.8077,0.9511,0.5437,0.7413,4,23.98,Railway,Enugu,222,0,8.0,high,250
166575340.72,49718391.12,128,9,71865865.81,30.57,3,0,68.28,0.7089,1.5791,0.8682,0.9497,3,71.55,Building,Rivers,289,0,3.65,low,292
524006727.13,218935997.18,412,15,165890852.65,41.98,8,0,62.41,0.7983,1.7353,0.5672,0.8565,8,300.0,Bridge,Lagos,922,0,13.77,high,910
222698443.75,164626572.13,260,11,83466636.37,60.48,2,0,65.0,0.744,0.1226,0.4796,0.7894,2,23.26,Road,Edo,150,0,8.56,medium,170
618573624.62,468042784.34,143,2,234429762.46,59.84,4,0,57.92,0.5356,1.8115,0.6655,0.6946,5,100.97,Road,Delta,550,1,25.3,high,603
1002276602.13,614841540.8,114,15,405017509.23,60.19,7,1,67.42,0.6234,0.8201,0.6832,0.7798,3,176.16,PowerPlant,Rivers,935,1,10.11,high,965
556235507.92,322488732.39,262,9,203065808.02,48.85,0,2,63.81,0.4737,1.9672,0.7804,0.6137,5,0.7,Bridge,Kaduna,686,0,3.21,medium,678
638730857.66,537782642.86,132,12,342915407.32,78.55,6,1,66.78,0.6428,0.0,0.9648,0.9866,2,99.7,Bridge,Abia,119,0,12.24,medium,124
748924268.83,571979771.15,383,20,221812373.25,63.82,5,2,85.25,0.0739,1.4049,0.6796,0.8068,4,184.84,Road,Rivers,718,1,26.16,high,770
1041958183.36,706051172.33,378,23,419207220.13,62.15,2,0,69.8,0.4825,1.7121,0.6484,0.8773,5,40.01,Pipeline,Enugu,876,0,9.97,medium,885
191012733.84,101551535.15,377,36,98615754.55,54.25,2,0,67.75,0.5229,1.3328,0.7435,0.795,4,62.85,Road,Kaduna,741,0,0.0,low,764
106350502.9,59193632.79,364,25,50513211.86,42.52,3,2,71.27,0.5194,1.0093,0.7402,0.7022,5,58.53,Pipeline,Kaduna,1068,0,15.85,high,1099
787696732.84,297146456.76,22,27,348090068.39,34.99,3,0,79.55,0.7619,0.6016,0.5686,0.6582,2,15.89,PowerPlant,Delta,752,0,4.9,medium,743
402465311.67,324939612.53,109,50,150544024.69,76.94,5,0,57.81,0.5401,1.8516,0.8963,0.8989,8,78.36,Railway,Kaduna,817,0,8.43,medium,839
976717628.92,518848138.37,156,32,367628132.86,61.74,0,0,77.53,0.8853,1.5612,0.7248,0.8644,5,13.03,Pipeline,Kaduna,520,0,0.53,low,516
830358815.9,494077291.31,176,15,427360208.47,53.15,2,0,74.18,0.2951,0.7042,0.5892,0.6942,3,20.62,Bridge,Delta,232,0,0.0,medium,250
345713299.18,311707341.57,117,9,158021613.9,80.42,0,2,66.7,0.4253,2.3649,0.6416,0.9438,4,18.69,Building,Rivers,404,0,10.67,high,425
74529750.93,0.0,100,5,32672243.43,0.0,4,1,69.93,0.7838,0.0,0.8271,0.7939,4,115.63,Bridge,Lagos,607,0,12.69,high,607
356439228.98,237998664.88,295,58,115753230.27,70.26,8,0,87.39,0.4529,1.2117,0.6943,0.9419,4,300.0,Dam,Rivers,247,0,10.26,medium,288
545269511.38,20786027.64,262,21,158827301.17,4.1,1,1,88.08,0.7066,0.0997,0.5551,0.6889,2,6.41,Road,Kaduna,349,0,3.96,medium,368
541767521.15,282259066.79,454,26,214040980.52,49.84,2,0,56.35,0.3447,0.8381,0.6905,0.9096,3,52.84,Bridge,Lagos,212,0,3.63,medium,251
139773132.42,119151606.93,38,4,40231945.23,61.61,3,2,67.7,0.7153,0.9245,0.3978,0.5236,5,91.87,Bridge,Lagos,904,1,27.87,high,921
667156551.39,531201241.48,295,35,284885930.67,74.36,0,2,71.92,0.4693,1.7055,0.8312,0.6616,4,1.51,Bridge,Rivers,521,0,1.6,medium,524
446213775.96,122295226.74,156,2,182667391.9,24.51,3,1,77.38,0.6678,1.5647,0.973,0.5802,6,26.35,Pipeline,Rivers,788,0,3.42,medium,778
383460012.16,109904031.47,156,36,107800348.88,26.57,3,0,85.73,0.4116,1.9315,0.5682,0.7917,5,43.06,Pipeline,Abia,505,0,10.85,medium,548
155122566.1,99709110.07,404,11,79829658.08,52.49,4,0,64.77,0.7663,1.3943,0.7487,0.8823,4,79.59,Pipeline,Delta,639,0,10.36,medium,675
496240188.55,268538688.64,506,58,262615169.01,59.9,8,0,100.0,0.7226,2.3052,0.7006,0.8267,3,286.61,Dam,Rivers,1002,0,5.79,medium,990
246108289.33,41630731.86,165,27,117512055.06,13.87,5,0,58.41,0.7784,0.302,0.5453,0.7295,6,95.64,Dam,Lagos,573,0,12.6,high,596
579991483.13,272961206.82,12,16,302020319.14,47.35,7,0,86.99,0.6408,2.211,0.6666,0.8494,6,188.7,Building,Rivers,972,1,15.29,high,1013
88608838.87,68080966.04,105,5,38687499.22,73.24,0,1,71.74,0.6664,0.5862,1.0,0.7809,3,8.77,Bridge,FCT,1041,0,1.58,low,1042
537862875.11,402511576.99,445,48,149593834.51,72.63,1,0,84.56,0.8304,2.1319,0.7514,0.8331,5,5.48,PowerPlant,Lagos,781,0,0.0,low,810
173929101.9,2840101.47,529,37,72865343.03,1.21,2,2,53.22,0.6738,0.0,0.6241,0.7868,2,21.14,PowerPlant,Enugu,760,1,20.03,high,791
410733098.38,210987700.29,79,24,186069348.38,48.82,8,0,53.49,0.6296,1.2895,0.9941,0.6951,6,300.0,Bridge,Delta,322,0,4.11,medium,361
365428465.5,123490061.21,218,28,153270529.36,33.99,1,0,66.38,0.7746,1.3243,0.6683,0.7636,4,9.42,Building,Lagos,673,0,5.06,medium,678
96598356.92,48555521.75,156,31,48433397.55,50.37,2,0,75.44,0.3197,2.524,0.8555,0.7836,4,17.86,Building,FCT,1046,0,1.3,low,1039
984924649.42,610701976.9,339,9,416323526.17,50.81,1,1,62.72,0.6083,1.1679,0.6837,0.8937,5,24.43,PowerPlant,Kano,545,0,12.97,high,542
490850773.85,291151505.32,319,22,152815675.11,49.93,3,0,82.49,0.748,2.7835,0.7221,0.7865,3,66.29,Pipeline,Kano,994,0,7.4,medium,1033
163678545.0,69551248.49,234,33,68997666.15,32.36,1,1,86.64,0.6105,2.8063,0.3569,0.8507,3,33.53,Road,Abia,225,1,24.93,high,290
290232454.03,98062546.59,118,59,98526258.27,29.43,4,0,67.76,0.5918,1.4386,0.8323,0.6393,3,131.35,Dam,Lagos,527,0,0.0,low,521
757568859.39,565647226.81,41,42,264300928.78,73.92,2,0,81.12,0.9032,1.9729,0.742,0.7048,3,38.85,PowerPlant,Rivers,735,0,5.7,medium,734
568839201.9,73978965.66,528,30,180979438.02,12.94,1,0,71.86,0.5565,0.0,0.8541,0.7645,2,42.53,Dam,Edo,436,0,0.0,low,461
414855256.71,274484034.36,198,42,125491336.26,62.99,1,0,83.45,0.6587,0.5629,0.6206,0.6669,6,37.05,Dam,FCT,615,1,17.2,high,678
607402847.31,239642418.81,122,30,308729102.55,33.34,5,0,68.01,0.4538,1.0203,0.7252,0.7825,5,2.16,Bridge,Kaduna,581,1,16.86,high,630
896775346.63,859305527.19,481,42,315988881.18,71.36,6,1,70.72,0.7855,2.3291,0.7149,0.7804,5,150.3,Railway,Lagos,729,1,22.64,high,754
560288483.78,290130163.53,298,31,276093148.16,50.54,1,0,84.13,0.4015,2.2617,0.8674,0.6942,9,0.45,PowerPlant,Kano,448,0,0.55,medium,488
128565875.91,60836457.23,326,8,33746953.32,37.9,3,0,75.27,0.4536,1.7328,0.7142,0.5843,4,16.12,Road,Oyo,1087,1,21.53,high,1139
475614195.18,603946893.66,250,54,147849032.69,90.52,5,2,73.8,0.9062,1.9554,0.5912,0.8735,7,177.83,Dam,Rivers,583,1,29.66,high,611
309176724.14,266428950.08,387,40,102082153.88,71.87,2,1,57.79,0.5721,0.4691,0.6152,0.8519,7,43.7,Bridge,Enugu,695,0,15.18,high,739
663882104.62,580908555.89,150,26,288306955.49,72.12,4,0,71.96,0.8579,0.0,0.8085,0.7753,8,118.08,PowerPlant,Edo,229,0,6.35,medium,265
515168799.91,368435918.32,235,29,147814590.84,65.66,1,1,78.28,0.4328,1.1752,0.6516,0.7385,5,24.39,Building,FCT,532,1,27.39,high,588
601179121.31,67941657.02,120,25,160273756.19,11.11,1,1,54.87,0.8299,2.9395,0.6144,0.844,6,27.61,Pipeline,Kaduna,815,0,13.96,high,810
277632423.82,142707166.66,331,46,121717341.18,45.4,2,0,75.69,0.6609,1.604,0.5117,0.7781,1,31.64,Railway,Oyo,339,0,5.76,medium,353
440248822.31,377321306.24,92,19,118384462.45,81.94,2,0,72.62,0.4356,0.7373,0.7515,0.8387,6,19.17,Pipeline,FCT,986,0,5.27,medium,1028
79315020.48,35862221.3,289,28,33580554.92,42.69,1,2,67.56,0.8055,2.177,0.5728,0.6479,6,10.69,Building,Oyo,395,0,1.61,medium,414
248884310.98,217514981.82,230,32,73560909.69,81.3,1,1,62.52,0.9545,1.441,0.7784,0.9852,4,27.9,Pipeline,Abia,598,0,4.45,medium,608
177122333.85,16027806.78,72,40,68071256.19,7.55,0,0,63.32,0.6408,1.5445,0.8377,0.7069,5,5.88,Bridge,Enugu,617,0,4.95,medium,606
542349526.45,454591162.92,422,32,251062630.29,69.26,8,0,60.97,0.7532,0.0,0.9834,0.7687,3,300.0,Dam,Rivers,1079,0,6.59,medium,1103
589879300.77,219414100.3,359,38,282590348.14,33.76,1,0,86.89,0.5102,0.7507,0.7395,0.8826,6,4.13,Pipeline,Abia,308,0,0.0,low,338
674569030.82,616232474.39,192,43,224199950.95,69.78,6,0,74.17,0.5366,1.347,0.2893,0.8307,5,259.15,PowerPlant,FCT,934,1,30.13,high,961
74543108.11,55204052.48,321,4,37608949.17,72.73,1,0,70.77,0.538,1.3049,0.6115,0.8096,3,45.26,Road,Kaduna,854,0,9.59,high,853
772291404.01,499470619.91,234,20,363820441.9,44.88,1,0,62.08,0.659,1.3897,0.6217,0.6703,7,21.97,Bridge,Rivers,315,1,28.12,high,344
789636421.91,71104587.42,327,4,377758110.36,8.45,1,0,78.96,0.4192,2.354,0.7134,0.8365,3,12.71,Pipeline,Kano,257,0,8.44,medium,259
121372736.08,80810210.31,235,11,59606369.38,71.36,1,0,58.52,0.6183,0.6624,0.7197,0.6836,4,3.12,Building,FCT,1056,0,6.53,medium,1054
43328899.22,26110601.04,383,5,22513441.46,44.45,2,1,74.28,0.5766,0.9633,0.5384,0.8256,5,10.26,Road,Kano,817,1,24.18,high,875
909902081.91,389421731.29,76,45,468395984.86,40.64,2,2,72.56,0.3546,2.2512,0.6924,0.8103,2,25.89,Railway,Edo,121,0,0.0,medium,108
292999348.63,327346388.97,298,17,150520759.82,95.73,6,2,87.9,0.8556,1.3873,0.492,0.9467,3,134.05,Railway,Enugu,1090,0,11.72,high,1109
29540322.5,8664216.44,137,20,16075376.11,31.2,2,0,68.3,0.8299,2.084,0.6353,0.7146,3,9.94,Building,Kano,386,0,7.28,medium,403
167665010.2,75521599.89,21,16,45569707.79,41.32,1,0,84.13,0.5075,2.1915,0.6675,0.8065,4,9.41,Railway,Kaduna,772,1,23.92,high,802
772841788.57,343510431.26,220,11,410587271.85,45.52,5,0,75.23,0.492,1.738,0.9702,0.7778,4,125.2,Bridge,Oyo,835,0,8.23,medium,864
573981588.11,118386845.72,73,47,215313642.06,22.93,2,1,47.84,0.8249,0.206,0.9793,1.0,6,77.94,PowerPlant,Rivers,975,0,0.17,low,983
158314802.84,95460641.42,295,27,55769638.21,68.74,1,0,77.9,0.8754,0.4374,0.5594,0.8414,5,14.03,Pipeline,Delta,749,0,2.8,medium,779
269128166.98,63776160.32,177,2,95110605.82,22.39,1,0,63.59,0.6879,1.8951,0.7541,0.7761,4,2.12,Building,Kano,187,0,11.13,medium,177
637812145.15,175836641.91,175,27,340718130.1,25.64,3,0,69.48,0.3678,1.2523,0.8514,0.7525,5,80.31,Building,Edo,1067,0,8.97,medium,1110
337541849.83,271978624.54,127,27,98537750.55,71.27,0,2,80.64,0.6437,0.2731,0.8261,0.7888,3,7.33,Building,Lagos,913,0,0.0,low,900
100600033.43,27630646.32,427,28,41287900.0,27.34,1,2,69.02,0.8659,0.1321,0.7645,0.9174,2,14.84,Railway,Oyo,678,0,6.53,medium,672
199833620.06,147816622.67,19,34,82523982.16,70.6,1,3,60.6,0.3886,1.7812,0.5002,0.8866,3,35.6,Pipeline,Rivers,866,1,19.22,high,922
81500104.81,28301528.83,79,16,43776013.88,38.15,2,0,62.19,0.6916,1.0137,0.5925,0.6998,4,55.14,Building,Oyo,454,0,7.0,medium,458
709507733.24,664820546.58,353,41,188919009.77,70.67,8,0,63.92,0.5366,0.1532,0.4785,0.6584,5,183.51,Pipeline,Rivers,731,1,39.63,high,765
547044552.95,345165549.22,438,27,251562356.16,68.84,1,0,86.58,0.6931,1.7461,0.6946,0.7963,2,8.72,Bridge,Lagos,820,0,5.73,medium,820
665363136.02,578597268.59,190,5,354986176.26,89.24,0,3,62.26,0.5061,1.3181,0.9545,0.7377,2,3.13,Road,Kano,170,0,4.65,medium,161
865622707.23,559509277.01,175,38,327746221.4,70.45,12,0,63.17,0.6096,2.2291,0.7922,0.8563,7,300.0,Bridge,Rivers,753,0,7.85,medium,774
667324698.48,95461801.24,86,13,270092949.84,11.75,1,0,51.21,0.5934,1.6802,0.9126,0.8985,6,14.35,Building,Oyo,604,0,10.17,medium,626
821919018.68,320521305.04,304,29,288831516.51,40.21,0,0,82.69,0.435,1.7661,0.9154,0.7706,3,2.6,Railway,Kaduna,318,0,0.0,low,325
468161725.8,163044769.5,444,40,215822356.81,29.35,0,1,54.02,0.3917,2.9851,0.7426,0.7171,7,5.08,Railway,Kano,194,0,9.13,high,232
303903139.74,0.0,85,34,82523360.01,0.0,3,2,62.83,0.4552,1.7761,0.6101,0.6807,4,79.68,Bridge,Enugu,545,1,26.17,high,606
945539632.25,388246235.97,39,14,503685826.76,38.42,0,0,72.3,0.8529,1.3031,0.7183,0.705,4,7.89,Bridge,FCT,884,0,5.12,medium,875
789594412.05,124523934.31,49,28,226457094.01,17.37,1,2,57.11,0.2265,1.2179,0.7952,0.8974,4,16.8,Railway,Delta,850,0,3.14,medium,871
51714668.82,8993016.22,349,23,27912660.8,16.68,5,2,72.35,0.8109,0.9527,0.8015,0.7307,4,37.53,Pipeline,Delta,591,0,4.45,medium,603
949707926.7,142301657.08,197,3,471752100.26,12.17,0,2,73.55,0.6618,1.9954,0.5767,0.6692,4,3.21,PowerPlant,Kaduna,171,0,9.31,high,201
251548942.94,158835145.13,314,36,65434715.03,69.74,3,0,73.02,0.5385,2.9436,0.7884,0.82,8,25.53,Dam,Kaduna,198,0,5.65,medium,194
667474793.17,290674589.21,208,45,359694900.97,45.52,4,0,77.45,0.8387,0.0,0.6685,0.7804,6,142.26,Bridge,Rivers,334,0,4.39,medium,353
506712115.83,269601436.89,283,34,177955025.92,60.36,6,2,58.16,0.5831,2.0613,0.7744,0.7992,3,113.7,Bridge,Edo,694,0,0.96,medium,721
450085912.85,250285911.34,129,50,188348486.29,49.01,1,0,58.83,0.2139,1.6341,0.9383,0.7431,2,3.18,PowerPlant,Oyo,93,0,9.14,medium,118
450814511.27,265192173.67,100,42,177837907.53,56.11,2,1,86.28,0.8065,1.2845,0.7131,0.7407,3,7.24,Pipeline,Kano,477,0,3.91,medium,465
636147382.12,400405844.99,181,23,241747320.01,72.92,2,1,73.07,0.4379,2.7751,0.6243,0.866,6,9.77,Dam,Enugu,943,0,0.81,medium,958
522145558.49,93072517.12,82,21,237467253.01,19.9,1,1,74.08,0.6137,1.9175,0.61,0.8576,4,24.88,Dam,Abia,597,0,2.3,medium,597
432785544.37,137979527.94,226,7,118376466.03,35.64,1,0,82.17,0.5321,2.1001,0.847,0.7209,3,28.49,Building,Kano,140,0,1.78,low,154
634099741.24,42046133.06,287,9,164988152.97,6.77,0,1,81.88,0.6214,0.0,0.8092,0.7704,3,13.8,Road,Kano,104,0,7.79,medium,139
516186788.34,501559044.03,244,3,254703195.8,79.41,0,0,68.26,0.666,1.8149,0.7926,0.8497,5,8.41,Building,Abia,238,0,10.59,medium,236
37447898.71,30142925.3,220,9,19171277.17,74.99,1,0,88.97,0.4465,1.617,0.8238,0.9268,4,20.64,Road,Enugu,361,0,5.99,medium,362
943403570.7,0.0,280,34,509376845.85,0.0,0,0,62.47,0.7544,0.0,0.781,0.8524,2,18.54,Bridge,Abia,975,0,5.99,medium,966
237332305.36,187599452.51,341,29,123541184.21,74.0,3,1,78.78,0.9071,0.2606,0.7221,0.7898,2,26.37,Dam,Oyo,1085,0,0.0,low,1118
630935080.79,264023330.38,201,28,173178200.28,37.93,2,0,66.34,0.4176,2.1849,0.634,0.8526,2,51.77,Road,Kaduna,338,0,7.63,medium,375
177760589.59,169816946.93,57,17,90697574.75,89.94,0,0,88.15,0.5026,1.8048,0.7805,0.8089,4,1.83,Pipeline,Kano,538,0,12.74,medium,527
328325413.8,48718579.79,17,38,177817105.71,12.25,6,1,52.36,0.4129,0.0,0.4466,0.9372,4,95.81,Pipeline,Delta,731,1,28.06,high,752
442260700.28,251241967.48,171,26,237349838.47,55.37,5,0,86.29,0.8182,2.4412,0.8124,0.7048,8,197.89,Pipeline,Delta,268,0,2.53,medium,259
41750097.99,29505568.86,575,26,10946995.52,67.95,2,1,83.09,0.785,0.4025,0.7196,0.8402,4,1.09,Dam,Kaduna,634,0,6.94,medium,661
616989560.14,8117284.95,405,7,286443820.43,1.07,3,0,52.31,0.7565,1.5819,0.509,0.8547,4,45.32,PowerPlant,Lagos,238,0,10.62,high,224
372979406.77,133792580.99,48,21,116961027.7,33.9,1,0,84.39,0.4102,0.8928,0.7376,0.8389,2,14.9,Building,Enugu,264,0,3.9,medium,273
626589358.29,809792019.56,198,31,226798203.27,100.0,1,0,55.5,0.4399,0.4182,0.5095,0.6232,4,35.89,Pipeline,Kaduna,922,1,29.24,high,968
499362597.94,386034180.06,304,24,125142310.11,69.66,2,2,49.09,0.3829,2.5648,0.6812,0.8116,8,5.28,Road,Oyo,186,0,3.97,medium,201
831559647.47,381139305.84,345,36,384328910.66,38.8,3,0,73.94,0.5441,1.777,0.6694,0.7468,1,41.87,Bridge,FCT,527,0,6.65,medium,532
716739353.29,0.0,392,37,283016348.2,0.0,2,1,60.57,0.4418,1.3191,0.5638,0.9374,4,5.05,Bridge,Abia,1055,1,27.31,high,1094
606609798.41,625834707.52,421,32,195133688.84,87.93,3,1,54.15,0.3546,1.9875,0.7398,0.6682,5,63.42,Railway,Edo,148,0,8.43,high,192
604232489.38,310637084.26,187,26,304714652.11,47.3,0,0,65.66,1.0,1.6398,0.674,0.7876,2,9.05,Road,Abia,437,0,2.83,medium,438
656295980.42,40678615.71,180,11,289401277.56,5.84,2,0,82.65,0.6436,2.505,0.6436,0.6887,3,84.49,Building,Enugu,730,0,7.21,medium,717
532463960.09,144875891.93,105,12,207642323.71,26.86,0,1,61.1,0.5978,1.9594,0.7957,0.7813,3,9.95,Railway,Lagos,593,0,5.59,medium,588
1117840339.17,422765415.34,50,38,313216870.33,31.6,1,0,87.69,0.7116,1.0005,0.4746,0.8079,3,7.54,Railway,Abia,389,0,7.06,medium,391
506964269.58,318181949.12,353,5,187247662.21,62.31,2,1,88.6,0.2598,1.6061,0.5725,0.8496,3,51.36,Pipeline,Kaduna,732,1,5.4,medium,782
230578485.12,183604025.37,300,31,115172857.7,65.01,2,1,75.06,0.5862,2.628,0.5144,0.7654,2,46.53,Building,Enugu,1029,1,23.92,high,1051
294266279.57,87964703.15,119,27,139643505.22,29.06,3,0,97.5,0.8368,3.9084,0.614,0.5655,6,103.4,Pipeline,Delta,1088,1,18.77,high,1141
513123300.1,342004313.31,306,26,224483831.13,58.37,0,0,68.6,0.7119,2.4367,0.777,0.9382,5,6.06,Pipeline,Kaduna,780,0,7.5,medium,767
1128736790.57,513415234.24,309,11,603167261.86,37.95,7,0,70.08,0.6024,3.1503,0.7057,0.8677,4,158.09,Railway,Lagos,114,0,8.79,medium,128
666642909.72,126685373.62,41,38,255559100.7,19.58,2,0,75.18,0.7488,0.8199,0.6599,0.8011,5,61.14,Pipeline,Oyo,273,0,7.6,medium,311
474681210.59,384817822.91,107,6,258124216.35,71.07,2,0,63.61,1.0,0.0,0.6505,0.6757,5,75.3,Pipeline,Kaduna,565,0,0.0,medium,552
153253440.63,40482998.41,534,51,57981155.24,27.24,2,0,62.6,0.6418,1.787,0.6658,0.7828,7,7.87,PowerPlant,Delta,812,0,1.83,medium,837
436941411.02,38363624.68,279,8,197408657.91,7.52,2,0,66.5,0.7468,0.6984,0.6275,0.6994,8,31.1,Road,Oyo,654,0,11.44,high,645
126199242.77,84830746.81,81,4,48085950.16,72.54,9,0,69.82,0.6127,0.8059,1.0,0.7418,4,168.57,Bridge,Enugu,553,0,4.7,medium,579
833714487.79,834608278.86,233,4,354311418.77,100.0,1,1,91.27,0.7924,0.9161,1.0,0.721,2,12.43,Road,FCT,990,0,0.11,low,1029
994222553.42,402847979.79,475,8,299659084.58,33.15,8,0,76.92,0.4956,0.5702,0.8705,0.774,7,300.0,PowerPlant,Rivers,564,1,18.61,high,599
1094524869.92,826052113.95,497,53,381443805.42,77.43,1,0,75.73,0.6949,1.287,0.8646,0.6282,2,34.49,PowerPlant,FCT,235,0,5.3,medium,234
566361457.97,0.0,45,7,287467047.86,0.0,0,0,84.04,0.695,2.004,0.7404,1.0,0,15.7,Railway,Rivers,679,0,4.38,medium,670
847443122.19,613522434.17,90,6,438336725.58,63.96,4,0,84.7,0.5312,1.361,0.5514,0.9234,4,96.8,Road,Oyo,324,0,3.84,medium,363
91815848.68,66946589.18,176,5,49733027.73,66.48,2,0,82.96,0.7428,0.3774,0.5816,0.6121,6,9.34,Road,Enugu,934,1,6.18,medium,1003
876192076.34,793040812.75,492,44,300146930.67,74.91,3,1,65.15,0.5592,1.4989,0.6639,0.7471,2,12.68,PowerPlant,Lagos,220,0,5.77,medium,241
123720330.78,82631264.62,192,7,49452227.04,60.39,2,0,84.1,0.7806,1.2021,0.9669,0.7727,4,5.3,Pipeline,Edo,756,0,3.23,low,776
261010876.2,35382614.08,168,9,106047110.21,13.58,0,1,41.54,0.4749,2.365,0.7132,0.7079,3,9.55,Pipeline,Oyo,1079,0,9.8,high,1073
299842677.4,131001786.34,174,4,146686129.71,42.35,1,0,60.03,0.3554,2.2841,0.6447,0.8552,4,25.51,Pipeline,Abia,686,0,5.62,medium,678
984297896.23,258129873.52,87,11,405772829.17,20.18,1,1,40.68,0.5489,1.4848,0.5562,0.7205,4,27.83,Railway,Oyo,124,1,18.33,high,182
479897637.24,506244804.91,439,35,162712048.99,95.34,4,0,91.59,0.4778,1.4164,0.7989,0.8774,3,110.94,Railway,Abia,285,0,5.49,medium,287
626861692.97,143999647.37,64,40,221911860.89,24.04,1,0,84.3,0.6236,0.7233,0.6887,0.5864,2,38.31,Pipeline,Rivers,696,0,0.0,low,710
954668827.17,677528957.83,179,9,471328355.9,63.64,2,4,73.69,0.452,0.8095,0.7322,0.8827,3,79.4,Bridge,Abia,237,1,6.99,high,272
553592861.75,181394147.97,106,29,188954769.28,26.61,2,0,83.06,0.6051,1.3537,0.4005,0.7981,4,69.35,Bridge,Delta,629,0,11.82,high,649
488913584.33,46512406.76,270,48,145910012.22,11.1,3,1,64.46,0.6746,2.4568,0.735,0.8392,4,2.74,Dam,Delta,202,0,0.64,medium,243
